Client ID,Client,Number of Customers,Montly Target,Calendardate,Amount Collected,Conversion,Campaign (Reel),Campaign (Story),Campaign (Post),Post_0_4_Reel_0_6,Post_0_5_Story_0_5,Reel_0_8_Story_0_2,Competition
ID-987278,Large  ,3160,120,16-11-14,51141912,369,0,2762560.8,0,0,1.29E+06,0,Competition
ID-987278,Large  ,3160,120,17-12-14,51141912,369,0,0,0,322500,2902500,0,Competition
ID-987278,Large  ,3160,120,16-01-15,47732452,345,1386148,5198214.1,0,645000,7095000,322500,Competition
ID-987278,Large  ,3160,120,16-02-15,64779752,468,0,0,0,645000,7095000,0,Competition
ID-987278,Large  ,3160,120,18-03-15,71598676,516,296936.5,0,0,0,2257500,645000,Competition
ID-987278,Large  ,3160,120,18-04-15,85236520,615,0,0,0,0,2257500,322500,Competition
ID-987278,Large  ,3160,120,19-05-15,85236520,615,0,0,0,1612500,4192500,0,Competition
ID-987278,Large  ,3160,120,16-06-15,75008136,540,587861.6,2690836.8,0,645000,7740000,0,Competition
ID-987278,Large  ,3160,120,17-07-15,129559508,936,901598.2,5823060,0,322500,5482500,0,Competition
ID-987278,Large  ,3160,120,16-08-15,112512204,813,129000,0,0,0,8062500,322500,Competition
ID-987278,Large  ,3160,120,16-09-15,102283820,738,301000,0,0,0,3225000,0,Competition
ID-987278,Large  ,3160,120,16-10-15,119331124,861,1084047.2,3432690,0,322500,4515000,645000,Competition
ID-987278,Large  ,3160,120,16-11-15,150016272,1083,0,4652062.5,0,0,7417500,0,Competition
ID-987278,Large  ,3160,120,17-12-15,132968968,960,0,5489087.6,0,0,0,0,Competition
ID-987279,Large  ,1280,70,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987279,Large  ,1280,70,16-02-14,0,0,0,0,0,0,0,0,Competition
ID-987279,Large  ,1280,70,18-03-14,0,0,0,0,0,0,0,0,Competition
ID-987279,Large  ,1280,70,18-04-14,0,0,0,0,0,0,0,0,Competition
ID-987279,Large  ,1280,70,19-05-14,0,0,0,0,0,0,0,0,Competition
ID-987279,Large  ,1280,70,16-06-14,0,0,711331.8,3525505.5,0,0,967500,322500,Competition
ID-987279,Large  ,1280,70,17-07-14,0,0,0,0,0,0,645000,0,Competition
ID-987279,Large  ,1280,70,16-08-14,0,0,0,0,0,0,1.29E+06,0,Competition
ID-987279,Large  ,1280,70,16-09-14,0,0,661473.3,0,0,0,1.29E+06,0,Competition
ID-987279,Large  ,1280,70,16-10-14,37504068,198,25606.5,0,0,0,645000,0,Competition
ID-987279,Large  ,1280,70,16-11-14,25570956,147,0,7948421,0,0,3547500,0,Competition
ID-987279,Large  ,1280,70,17-12-14,23866224,171,0,0,0,0,967500,0,Competition
ID-987279,Large  ,1280,70,16-01-15,27275684,198,318716,0,0,0,2257500,0,Competition
ID-987279,Large  ,1280,70,16-02-15,10228384,147,0,0,0,0,2902500,0,Competition
ID-987279,Large  ,1280,70,18-03-15,34094608,246,0,0,0,0,3547500,0,Competition
ID-987279,Large  ,1280,70,18-04-15,37504068,270,0,6014212.2,0,0,6127500,0,Competition
ID-987279,Large  ,1280,70,19-05-15,30685148,222,0,0,0,0,2902500,0,Competition
ID-987279,Large  ,1280,70,16-06-15,37504068,270,0,0,0,0,3.87E+06,0,Competition
ID-987279,Large  ,1280,70,17-07-15,34094608,246,514598.2,1791659.5,0,0,4837500,0,Competition
ID-987279,Large  ,1280,70,16-08-15,27275684,198,0,0,0,0,4192500,0,Competition
ID-987279,Large  ,1280,70,16-09-15,23866224,171,0,0,0,0,3.87E+06,0,Competition
ID-987279,Large  ,1280,70,16-10-15,20456764,147,1084047.2,0,0,0,5160000,0,Competition
ID-987279,Large  ,1280,70,16-11-15,20456764,147,0,0,0,0,4515000,0,Competition
ID-987279,Large  ,1280,70,17-12-15,27275684,198,0,0,0,0,1935000,0,Competition
ID-987280,Medium ,4000,180,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,16-02-14,0,0,0,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,18-03-14,0,0,0,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,18-04-14,0,0,0,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,19-05-14,0,0,0,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,16-06-14,0,0,1422663.6,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,17-07-14,0,0,55470,1005340,0,0,0,0,Competition
ID-987280,Medium ,4000,180,16-08-14,0,0,30573,760068,0,0,0,0,Competition
ID-987280,Medium ,4000,180,16-09-14,0,0,170280,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,16-10-14,11933112,48,256065,1428649.2,0,0,0,0,Competition
ID-987280,Medium ,4000,180,16-11-14,6818920,48,0,0,0,0,3225000,0,Competition
ID-987280,Medium ,4000,180,17-12-14,30685148,222,288478.4,4623772.8,0,0,322500,0,Competition
ID-987280,Medium ,4000,180,16-01-15,107398012,738,2801364,0,0,0,322500,0,Competition
ID-987280,Medium ,4000,180,16-02-15,76712868,516,0,0,0,0,0,0,Competition
ID-987280,Medium ,4000,180,18-03-15,143197352,960,0,0,0,0,13222500,0,Competition
ID-987280,Medium ,4000,180,18-04-15,150016272,1083,0,2349786.6,0,322500,7740000,0,Competition
ID-987280,Medium ,4000,180,19-05-15,103988552,714,0,0,0,0,8062500,0,Competition
ID-987280,Medium ,4000,180,16-06-15,119331124,861,587861.6,2990757.5,0,0,11287500,322500,Competition
ID-987280,Medium ,4000,180,17-07-15,199453452,1401,1029196.4,1191478.4,0,0,11610000,0,Competition
ID-987280,Medium ,4000,180,16-08-15,163654116,1182,129000,4519945,0,0,10965000,0,Competition
ID-987280,Medium ,4000,180,16-09-15,109102744,786,150500,1750710.6,0,0,1612500,0,Competition
ID-987280,Medium ,4000,180,16-10-15,172177768,1206,1626070.8,1112195,0,0,10320000,0,Competition
ID-987280,Medium ,4000,180,16-11-15,61370292,444,0,1817042.4,0,0,10965000,0,Competition
ID-987280,Medium ,4000,180,17-12-15,98874360,714,0,1180608,0,0,12255000,0,Competition
ID-987281,Large  ,1760,90,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987281,Large  ,1760,90,16-02-14,0,0,0,0,0,0,0,0,Competition
ID-987281,Large  ,1760,90,18-03-14,0,0,0,0,0,322500,2257500,322500,Competition
ID-987281,Large  ,1760,90,18-04-14,0,0,0,0,0,967500,3.87E+06,645000,Competition
ID-987281,Large  ,1760,90,19-05-14,0,0,0,0,0,645000,5482500,0,Competition
ID-987281,Large  ,1760,90,16-06-14,0,0,1185553,0,0,0,5805000,0,Competition
ID-987281,Large  ,1760,90,17-07-14,15342572,75,221880,0,0,0,2.58E+06,0,Competition
ID-987281,Large  ,1760,90,16-08-14,23866224,171,91719,4375035,0,0,2902500,0,Competition
ID-987281,Large  ,1760,90,16-09-14,30685148,222,3316989.9,2537928.8,0,0,3225000,0,Competition
ID-987281,Large  ,1760,90,16-10-14,37504068,270,128032.5,1548000,0,0,7095000,0,Competition
ID-987281,Large  ,1760,90,16-11-14,57960832,417,0,817653.6,0,322500,4192500,0,Competition
ID-987281,Large  ,1760,90,17-12-14,63075024,417,0,1559610,0,0,1.29E+06,322500,Competition
ID-987281,Large  ,1760,90,16-01-15,92055440,663,800574,1559610,0,1612500,4515000,645000,Competition
ID-987281,Large  ,1760,90,16-02-15,97169632,663,0,1593150,0,1.29E+06,3225000,645000,Competition
ID-987281,Large  ,1760,90,18-03-15,107398012,738,296936.5,0,0,967500,1.29E+06,967500,Competition
ID-987281,Large  ,1760,90,18-04-15,92055440,663,0,0,0,322500,2902500,1612500,Competition
ID-987281,Large  ,1760,90,19-05-15,78417596,567,0,3954280,0,2.58E+06,1935000,1935000,Competition
ID-987281,Large  ,1760,90,16-06-15,95464900,690,146965.4,2680301.8,0,2257500,2.58E+06,1612500,Competition
ID-987281,Large  ,1760,90,17-07-15,102283820,738,1416196.4,0,0,322500,967500,1612500,Competition
ID-987281,Large  ,1760,90,16-08-15,95464900,690,0,4494893.2,0,1612500,322500,1612500,Competition
ID-987281,Large  ,1760,90,16-09-15,64779752,468,301000,0,0,645000,645000,1.29E+06,Competition
ID-987281,Large  ,1760,90,16-10-15,83531788,567,813035.4,3088260,0,322500,2257500,2902500,Competition
ID-987281,Large  ,1760,90,16-11-15,75860500,603,0,0,0,2257500,2257500,1612500,Competition
ID-987281,Large  ,1760,90,17-12-15,98874360,714,0,4948440,0,645000,322500,0,Competition
ID-987282,Medium ,2080,95,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987282,Medium ,2080,95,16-02-14,0,0,0,0,0,0,0,0,Competition
ID-987282,Medium ,2080,95,18-03-14,0,0,0,0,0,0,322500,0,Competition
ID-987282,Medium ,2080,95,18-04-14,0,0,0,0,0,0,2257500,0,Competition
ID-987282,Medium ,2080,95,19-05-14,0,0,0,0,0,322500,967500,0,Competition
ID-987282,Medium ,2080,95,16-06-14,0,0,948442.4,199950,0,0,4192500,0,Competition
ID-987282,Medium ,2080,95,17-07-14,0,0,0,2023279,0,322500,3.87E+06,0,Competition
ID-987282,Medium ,2080,95,16-08-14,0,0,0,252840,0,0,2902500,0,Competition
ID-987282,Medium ,2080,95,16-09-14,0,0,867774.4,0,0,0,3225000,0,Competition
ID-987282,Medium ,2080,95,16-10-14,0,0,76819.5,307020,0,0,4515000,0,Competition
ID-987282,Medium ,2080,95,16-11-14,6818920,48,334114.3,468270,0,0,4837500,0,Competition
ID-987282,Medium ,2080,95,17-12-14,6818920,48,0,3150076.8,0,0,2.58E+06,0,Competition
ID-987282,Medium ,2080,95,16-01-15,17047304,123,533716,3162460.8,0,0,3225000,0,Competition
ID-987282,Medium ,2080,95,16-02-15,3409460,24,0,0,0,0,1935000,0,Competition
ID-987282,Medium ,2080,95,18-03-15,10228384,75,0,0,0,0,1.29E+06,0,Competition
ID-987282,Medium ,2080,95,18-04-15,13637844,99,0,2557683,0,0,0,0,Competition
ID-987282,Medium ,2080,95,19-05-15,10228384,75,352600,2069375,0,0,0,0,Competition
ID-987282,Medium ,2080,95,16-06-15,20456764,147,587861.6,2050773.2,0,0,3547500,0,Competition
ID-987282,Medium ,2080,95,17-07-15,20456764,147,773299.1,0,0,0,1935000,0,Competition
ID-987282,Medium ,2080,95,16-08-15,20456764,147,387000,1795637,0,0,2902500,0,Competition
ID-987282,Medium ,2080,95,16-09-15,30685148,222,602000,0,0,0,1935000,0,Competition
ID-987282,Medium ,2080,95,16-10-15,51141912,369,542023.6,431212.6,0,0,2.58E+06,0,Competition
ID-987282,Medium ,2080,95,16-11-15,51141912,369,0,4111866.4,0,0,3225000,0,Competition
ID-987282,Medium ,2080,95,17-12-15,44322988,321,0,0,0,0,1935000,0,Competition
ID-987283,Large  ,2680,135,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987283,Large  ,2680,135,16-02-14,0,0,0,0,0,0,0,0,Competition
ID-987283,Large  ,2680,135,18-03-14,0,0,0,0,0,0,645000,0,Competition
ID-987283,Large  ,2680,135,18-04-14,0,0,0,0,0,0,1935000,0,Competition
ID-987283,Large  ,2680,135,19-05-14,0,0,0,0,0,0,2902500,0,Competition
ID-987283,Large  ,2680,135,16-06-14,0,0,1896884.8,2291418.4,0,0,5160000,0,Competition
ID-987283,Large  ,2680,135,17-07-14,0,0,166410,0,0,0,4837500,0,Competition
ID-987283,Large  ,2680,135,16-08-14,0,0,91719,3657850.9,0,0,2902500,0,Competition
ID-987283,Large  ,2680,135,16-09-14,0,0,789183.3,0,0,0,4837500,0,Competition
ID-987283,Large  ,2680,135,16-10-14,0,0,25606.5,3063083.5,0,0,6772500,0,Competition
ID-987283,Large  ,2680,135,16-11-14,0,0,0,58050,0,0,3.87E+06,0,Competition
ID-987283,Large  ,2680,135,17-12-14,40913528,222,0,3054307.2,0,0,645000,0,Competition
ID-987283,Large  ,2680,135,16-01-15,13637844,99,1063648,2144250.9,0,0,5160000,0,Competition
ID-987283,Large  ,2680,135,16-02-15,10228384,75,0,0,0,0,2257500,0,Competition
ID-987283,Large  ,2680,135,18-03-15,37504068,270,0,0,0,0,2902500,0,Competition
ID-987283,Large  ,2680,135,18-04-15,30685148,222,0,56760,0,0,5160000,0,Competition
ID-987283,Large  ,2680,135,19-05-15,20456764,147,352600,0,0,0,2.58E+06,0,Competition
ID-987283,Large  ,2680,135,16-06-15,47732452,345,0,4004787.8,0,0,11287500,0,Competition
ID-987283,Large  ,2680,135,17-07-15,68189216,492,1029196.4,0,0,0,6772500,0,Competition
ID-987283,Large  ,2680,135,16-08-15,54551372,393,814781.2,2325870,0,0,4192500,0,Competition
ID-987283,Large  ,2680,135,16-09-15,57960832,417,150500,0,0,0,4192500,0,Competition
ID-987283,Large  ,2680,135,16-10-15,64779752,468,813035.4,3350560,0,0,4515000,0,Competition
ID-987283,Large  ,2680,135,16-11-15,54551372,393,0,98040,0,0,5160000,0,Competition
ID-987283,Large  ,2680,135,17-12-15,61370292,444,0,124700,0,0,2257500,0,Competition
ID-987287,Small  ,960,30,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-02-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,18-03-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,18-04-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,19-05-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-06-14,0,0,0,0,0,0,645000,0,Competition
ID-987287,Small  ,960,30,17-07-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-08-14,0,0,0,0,0,0,2.58E+06,0,Competition
ID-987287,Small  ,960,30,16-09-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-10-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-11-14,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,17-12-14,0,0,0,0,0,0,1612500,0,Competition
ID-987287,Small  ,960,30,16-01-15,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-02-15,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,18-03-15,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,18-04-15,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,19-05-15,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-06-15,0,0,0,0,0,0,322500,0,Competition
ID-987287,Small  ,960,30,17-07-15,1704732,12,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-08-15,0,0,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-09-15,1704732,12,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-10-15,3409460,24,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,16-11-15,6818920,48,0,0,0,0,0,0,Competition
ID-987287,Small  ,960,30,17-12-15,6818920,48,0,0,0,0,0,0,Competition
ID-987288,Large  ,840,40,16-01-14,3409460,24,0,0,0,0,0,0,Competition
ID-987288,Large  ,840,40,16-02-14,6137028,45,0,0,0,0,0,0,Competition
ID-987288,Large  ,840,40,18-03-14,6818920,48,0,0,0,0,0,0,Competition
ID-987288,Large  ,840,40,18-04-14,13637844,99,307622,774000,0,0,645000,0,Competition
ID-987288,Large  ,840,40,19-05-14,23866224,171,0,0,0,0,322500,0,Competition
ID-987288,Large  ,840,40,16-06-14,68189216,492,0,782600,0,0,2257500,0,Competition
ID-987288,Large  ,840,40,17-07-14,10228384,75,0,0,0,0,645000,645000,Competition
ID-987288,Large  ,840,40,16-08-14,10228384,75,0,645000,0,0,967500,0,Competition
ID-987288,Large  ,840,40,16-09-14,10228384,75,550400,0,0,0,2.58E+06,0,Competition
ID-987288,Large  ,840,40,16-10-14,13637844,99,0,380120,0,0,2902500,0,Competition
ID-987288,Large  ,840,40,16-11-14,17047304,123,0,1248952.2,0,645000,1935000,0,Competition
ID-987288,Large  ,840,40,17-12-14,13637844,99,0,1258395,0,322500,1935000,0,Competition
ID-987288,Large  ,840,40,16-01-15,13637844,99,0,262300,0,1612500,645000,322500,Competition
ID-987288,Large  ,840,40,16-02-15,10228384,75,0,0,0,1.29E+06,967500,0,Competition
ID-987288,Large  ,840,40,18-03-15,9205544,66,0,559000,0,645000,1612500,0,Competition
ID-987288,Large  ,840,40,18-04-15,13637844,99,0,0,0,0,1.29E+06,0,Competition
ID-987288,Large  ,840,40,19-05-15,17047304,123,709500,0,0,0,3547500,0,Competition
ID-987288,Large  ,840,40,16-06-15,13637844,99,0,3921926.8,0,0,2902500,0,Competition
ID-987288,Large  ,840,40,17-07-15,20797712,150,0,0,0,0,2.58E+06,0,Competition
ID-987288,Large  ,840,40,16-08-15,20456764,147,0,0,0,0,1.29E+06,0,Competition
ID-987288,Large  ,840,40,16-09-15,27275684,198,0,0,0,0,645000,0,Competition
ID-987288,Large  ,840,40,16-10-15,28639472,207,0,0,0,0,1.29E+06,0,Competition
ID-987288,Large  ,840,40,16-11-15,40913528,294,0,0,0,0,645000,0,Competition
ID-987288,Large  ,840,40,17-12-15,54551372,393,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-02-14,3409460,24,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,18-03-14,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,18-04-14,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,19-05-14,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-06-14,3409460,24,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,17-07-14,0,0,0,1782762.8,0,0,967500,0,Competition
ID-987289,Large  ,800,30,16-08-14,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-09-14,0,0,0,0,0,0,1.29E+06,0,Competition
ID-987289,Large  ,800,30,16-10-14,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-11-14,3409460,24,0,0,0,0,967500,0,Competition
ID-987289,Large  ,800,30,17-12-14,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-01-15,0,0,0,1489588.8,0,0,967500,0,Competition
ID-987289,Large  ,800,30,16-02-15,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,18-03-15,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,18-04-15,3409460,24,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,19-05-15,0,0,0,0,0,0,1612500,0,Competition
ID-987289,Large  ,800,30,16-06-15,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,17-07-15,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-08-15,0,0,468700,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-09-15,3409460,24,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-10-15,3409460,24,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,16-11-15,0,0,0,0,0,0,0,0,Competition
ID-987289,Large  ,800,30,17-12-15,3409460,24,0,0,0,0,0,0,Competition
ID-987290,Large  ,2720,170,16-01-14,10228384,75,0,0,0,0,0,0,Competition
ID-987290,Large  ,2720,170,16-02-14,20456764,147,0,0,0,0,0,0,Competition
ID-987290,Large  ,2720,170,18-03-14,20456764,147,0,0,0,0,0,0,Competition
ID-987290,Large  ,2720,170,18-04-14,30685148,222,0,0,0,0,0,0,Competition
ID-987290,Large  ,2720,170,19-05-14,20456764,147,0,486721.3,0,0,8385000,0,Competition
ID-987290,Large  ,2720,170,16-06-14,22161496,159,0,0,0,0,11287500,0,Competition
ID-987290,Large  ,2720,170,17-07-14,25570956,183,1996713.6,0,0,0,8707500,0,Competition
ID-987290,Large  ,2720,170,16-08-14,39890692,288,408500,0,0,0,7095000,0,Competition
ID-987290,Large  ,2720,170,16-09-14,56256100,405,0,11662451.4,0,0,6127500,0,Competition
ID-987290,Large  ,2720,170,16-10-14,87964088,636,579063.8,0,0,0,11287500,0,Competition
ID-987290,Large  ,2720,170,16-11-14,62052184,447,2004685.8,1411776,0,0,9675000,0,Competition
ID-987290,Large  ,2720,170,17-12-14,63415968,459,0,446899,0,0,8385000,0,Competition
ID-987290,Large  ,2720,170,16-01-15,63415968,459,0,0,0,0,7417500,0,Competition
ID-987290,Large  ,2720,170,16-02-15,75008136,540,0,0,0,0,6772500,0,Competition
ID-987290,Large  ,2720,170,18-03-15,80122328,579,0,0,0,0,5805000,0,Competition
ID-987290,Large  ,2720,170,18-04-15,77394760,558,0,0,0,0,1.29E+07,0,Competition
ID-987290,Large  ,2720,170,19-05-15,78076652,564,0,0,0,0,9997500,0,Competition
ID-987290,Large  ,2720,170,16-06-15,65802592,474,0,2152150,0,0,15802500,0,Competition
ID-987290,Large  ,2720,170,17-07-15,87282196,630,4.30E+05,8425480.2,0,0,18705000,0,Competition
ID-987290,Large  ,2720,170,16-08-15,86941248,627,0,0,0,0,9675000,0,Competition
ID-987290,Large  ,2720,170,16-09-15,40572584,294,0,0,0,0,11287500,0,Competition
ID-987290,Large  ,2720,170,16-10-15,51141912,369,0,0,0,0,1.29E+07,0,Competition
ID-987290,Large  ,2720,170,16-11-15,76371920,552,0,0,0,0,14190000,0,Competition
ID-987290,Large  ,2720,170,17-12-15,76371920,552,0,0,0,0,15157500,0,Competition
ID-987292,Large  ,240,20,16-01-14,0,0,0,0,0,0,645000,322500,Competition
ID-987292,Large  ,240,20,16-02-14,0,0,0,0,0,0,645000,0,Competition
ID-987292,Large  ,240,20,18-03-14,0,0,0,0,0,322500,322500,0,Competition
ID-987292,Large  ,240,20,18-04-14,0,0,0,0,0,0,322500,0,Competition
ID-987292,Large  ,240,20,19-05-14,0,0,0,0,0,0,0,0,Competition
ID-987292,Large  ,240,20,16-06-14,0,0,0,0,0,0,0,0,Competition
ID-987292,Large  ,240,20,17-07-14,6818920,48,0,0,0,0,0,0,Competition
ID-987292,Large  ,240,20,16-08-14,20456764,147,0,2840580,0,0,0,0,Competition
ID-987292,Large  ,240,20,16-09-14,0,0,0,1575520,0,0,0,0,Competition
ID-987292,Large  ,240,20,16-10-14,27275684,198,0,1620240,0,0,0,0,Competition
ID-987292,Large  ,240,20,16-11-14,34094608,246,0,0,0,0,0,0,Competition
ID-987292,Large  ,240,20,17-12-14,0,0,0,731000,0,0,0,0,Competition
ID-987292,Large  ,240,20,16-01-15,17047304,123,0,5112966.6,0,0,0,0,Competition
ID-987292,Large  ,240,20,16-02-15,17047304,123,0,0,0,0,0,0,Competition
ID-987292,Large  ,240,20,18-03-15,34094608,246,0,0,0,0,645000,0,Competition
ID-987292,Large  ,240,20,18-04-15,17047304,123,0,0,0,0,0,0,Competition
ID-987292,Large  ,240,20,19-05-15,17047304,123,0,0,0,0,1935000,0,Competition
ID-987292,Large  ,240,20,16-06-15,17047304,123,0,95167.6,0,0,2.58E+06,0,Competition
ID-987292,Large  ,240,20,17-07-15,10228384,75,0,7585845,0,0,1935000,0,Competition
ID-987292,Large  ,240,20,16-08-15,10228384,75,0,0,0,0,1935000,0,Competition
ID-987292,Large  ,240,20,16-09-15,10228384,75,0,0,0,0,1.29E+06,0,Competition
ID-987292,Large  ,240,20,16-10-15,27275684,198,0,0,0,0,2.58E+06,0,Competition
ID-987292,Large  ,240,20,16-11-15,17047304,123,0,0,0,322500,2.58E+06,0,Competition
ID-987292,Large  ,240,20,17-12-15,10228384,75,0,0,0,322500,967500,0,Competition
ID-987294,Medium ,2320,120,16-01-14,0,0,0,0,0,0,0,0,Competition
ID-987294,Medium ,2320,120,16-02-14,0,0,0,0,0,0,3547500,0,Competition
ID-987294,Medium ,2320,120,18-03-14,0,0,0,0,0,0,0,0,Competition
ID-987294,Medium ,2320,120,18-04-14,11933112,48,0,1617875,0,0,5482500,0,Competition
ID-987294,Medium ,2320,120,19-05-14,0,0,0,225031.9,0,0,8062500,0,Competition
ID-987294,Medium ,2320,120,16-06-14,0,0,4731715.7,0,0,0,8707500,0,Competition
ID-987294,Medium ,2320,120,17-07-14,10228384,75,0,1192261,0,0,8062500,0,Competition
